product,transform,adf_statistic,adf_pvalue,kpss_statistic,kpss_pvalue,warnings
brent,log_price,-2.035561859091871,0.27120134578099075,1.210431408948248,0.01,"The test statistic is outside of the range of p-values available in the
look-up table. The actual p-value is smaller than the p-value returned.
"
brent,log_return,-14.033602313359262,3.400220594599065e-26,0.10447845510409592,0.1,"The test statistic is outside of the range of p-values available in the
look-up table. The actual p-value is greater than the p-value returned.
"
gasoil,log_price,-1.8313511934282334,0.36501149051703513,1.3679802164099333,0.01,"The test statistic is outside of the range of p-values available in the
look-up table. The actual p-value is smaller than the p-value returned.
"
gasoil,log_return,-9.149922486964256,2.7038626025412882e-15,0.1711523613457982,0.1,"The test statistic is outside of the range of p-values available in the
look-up table. The actual p-value is greater than the p-value returned.
"
